Source	ATG	Target	Interaction	CCV	SYP61	Peroxisome	TGN	VHA-A1-GFP	CLC2-GFP	RABF1/ARA6-RFP	RFP-RABF2b/ARA7	YFP-GOT1	YFP-RABD2a/ARA5	YFP-RABG3f	YFP-VAMP711	Interactor Number	Contaminant	S-acylation	ER	Golgi	mit/plastid	Other	PM	Vacuole	Contaminant	Golgi	ER	ER/Vacuole	Golgi	mit/plastid	not classified	PM	Vacuole	Grand Total	TMs	Lipid modifications	IEA	IDA	Signal peptide	Database	unconventional?
Got1	AT5G25265	unknown protein	pp									1				1		1		1						1			1					5	1	0	0	endosome Golgi apparatus membrane plasma membrane trans-Golgi network vacuolar membrane 	0	trembl	
Got1	AT5G18480	PGSIP6 plant glycogenin-like starch initiation protein 6 	pp									1				1		1		1						1								4	5	0	Golgi membrane 	endosome Golgi apparatus membrane trans-Golgi network 	0	Swiss	
Got1	AT1G64650	Major facilitator superfamily protein 	pp		1							1				1				1						1			1					5	9	0	0	endosome Golgi apparatus trans-Golgi network vacuolar membrane 	0	trembl	
Got1	AT1G27930	Protein of unknown function (DUF579) 	pp									1				1				1						1			1					4	1	0	0	endosome Golgi apparatus trans-Golgi network 	0	trembl	
Got1	AT1G29790	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein 	pp									1				1				1						1			1					4	1	0	0	endosome Golgi apparatus plasma membrane trans-Golgi network 	0	trembl	
Got1	AT1G74380	XXT5 xyloglucan xylosyltransferase 5 	pp									1				1				1						1			1					4	1	0	0	endosome Golgi apparatus Golgi membrane trans-Golgi network 	0	Swiss	
Got1	AT1G78240	"TSD2, QUA2, OSU1 S-adenosyl-L-methionine-dependent methyltransferases superfamily protein "	pp					1				1				1				1						1			1					5	1	0	Golgi membrane 	endosome Golgi apparatus trans-Golgi network 	0	Swiss	
Got1	AT2G38650	"GAUT7, LGT7 galacturonosyltransferase 7 "	pp									1				1				1						1			1					4	1	0	Golgi membrane 	endosome Golgi apparatus trans-Golgi network 	0	Swiss	
Got1	AT2G47650	UXS4 UDP-xylose synthase 4 	pp									1				1				1						1			1					4	1	0	Golgi cisterna membrane 	0	0	Swiss	
Got1	AT3G02350	GAUT9 galacturonosyltransferase 9 	pp									1				1				1						1			1					4	1	0	Golgi membrane 	endosome Golgi apparatus trans-Golgi network 	0	Swiss	
Got1	AT3G25140	"GAUT8, QUA1 Nucleotide-diphospho-sugar transferases superfamily protein "	pp									1				1				1						1			1					4	1	0	Golgi membrane 	endosome Golgi apparatus mitochondrion trans-Golgi network 	0	Swiss	
Got1	AT3G61130	"GAUT1, LGT1 galacturonosyltransferase 1 "	pp									1				1				1						1			1					4	1	0	Golgi membrane 	endosome Golgi apparatus trans-Golgi network 	0	Swiss	
Got1	AT4G00750	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein 	pp									1				1				1						1			1					4	1	0	Golgi membrane 	endosome Golgi apparatus trans-Golgi network 	0	Swiss	
Got1	AT4G14360	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein 	pp									1				1				1						1			1					4	1	0	Golgi membrane 	endosome Golgi apparatus plasmodesma trans-Golgi network 	0	Swiss	
Got1	AT2G40380	AtPRA1.B2	pp									1				1				1						1								3	4	0	endosome membrane 	endoplasmic reticulum endosome Golgi apparatus trans-Golgi network 	0	Swiss	
Got1	AT3G07950	rhomboid protein-related 	pp									1				1										1								2	6	0	0	Golgi apparatus 	0	trembl	
Got1	AT2G45200	GOS12	pp									1				1				1														2	1	0	endoplasmic reticulum membrane Golgi membrane 	0	0	Swiss	
Got1	AT5G65810	unknown protein	pp					1				1				1				1														3	1	0	0	endosome Golgi apparatus Golgi membrane trans-Golgi network 	0	trembl	
Got1	AT1G08930	ERD6 Major facilitator superfamily protein 	pp									1				1			1															2	12	0	0	endoplasmic reticulum 	0	Swiss	
Got1	AT2G14835	RING/U-box superfamily protein 	pp									1				1																		1	1	0	0	0	0	trembl	
Got1	AT3G28480	Oxoglutarate/iron-dependent oxygenase 	pp									1				1				1						1					1			4	1	0	endoplasmic reticulum lumen 	0	1	Swiss	
Got1	AT5G66060	2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein 	pp									1				1																		1	1	0	endoplasmic reticulum lumen 	0	1	Swiss	
Got1	AT4G04640	"ATPC1 ATPase, F1 complex, gamma subunit protein "	pp								1	1		1		3																		3	0	0	0	chloroplast chloroplast envelope chloroplast thylakoid chloroplast thylakoid membrane membrane thylakoid 	0	Swiss	
Got1	AT5G19820	emb2734 ARM repeat superfamily protein 	pp						1	1	1	1	1	1		6																		6	0	0	0	cell wall cytosol 	0	trembl	1
Got1	AT1G20620	"CAT3, SEN2, ATCAT3 catalase 3 "	pp			1				1	1	1				3																		4	0	0	0	apoplast cell wall chloroplast chloroplast envelope chloroplast stroma cytosolic ribosome membrane mitochondrion peroxisome plasma membrane plasmodesma vacuole 	0	Swiss	1
Got1	AT1G24460	unknown protein	pp					1				1				1																		2	0	0	0	0	0	trembl	
CLC2	AT1G59870	"PEN3, PDR8, ATPDR8, ABCG36, ATABCG36 ABC-2 and Plant PDR ABC-type transporter family protein "	pp		1			1	1	1	1	1	1	1	1	7		1					1									1		12	13	0	0	chloroplast chloroplast envelope membrane mitochondrion plasma membrane vacuolar membrane 	0	Swiss	
CLC2	AT5G53480	ARM repeat superfamily protein 	pp						1	1	1	1	1	1	1	7		1																8	0	0	0	chloroplast cytoplasm nucleus 	0	Swiss	
CLC2	AT4G38600	"KAK, UPL3 HEAT repeat ;HECT-domain (ubiquitin-transferase) "	pp						1		1		1			3																		3	0	0	0	plasma membrane 	0	Swiss	
CLC2	AT5G24710	TWD40-2	pp						1							1																		1	0	0	0	plasma membrane 	0	trembl	
CLC2	AT4G33650	"ADL2, DRP3A dynamin-related protein 3A "	pp						1		1		1			3																		3	0	0	mitochondrion 	peroxisome 	0	Swiss	
CLC2	AT3G49720	unknown protein	pp						1		1	1				3		1		1						1			1					7	1	0	Golgi membrane 	chloroplast thylakoid membrane endosome Golgi apparatus membrane plasma membrane trans-Golgi network vacuolar membrane 	0	Swiss	
CLC2	AT2G20990	SYTA synaptotagmin A 	pp						1		1		1			3		1	1												1			6	1	0	endosome membrane plasma membrane 	0	0	Swiss	
CLC2	AT2G25430	ATECA4	pp	1					1					1		2																		3	0	0	clathrin-coated vesicle coated pit Golgi apparatus 	nucleus plasma membrane 	0	Swiss	
CLC2	ATCG00340	"PSAB Photosystem I, PsaA/PsaB protein"	pp						1	1	1					3																		3	11	0	chloroplast thylakoid membrane 	0	0	Swiss	
CLC2	AT1G12770	"ISE1, EMB1586 P-loop containing nucleoside triphosphate hydrolases superfamily protein "	pp						1							1																		1	0	0	0	mitochondrion 	0	Swiss	
CLC2	AT3G11130	CHC1	pp	1					1							1							1											3	0	0	0	Golgi apparatus plasma membrane plasmodesma vacuolar membrane vacuole 	0	Swiss	
CLC2	AT1G71270	VPS52	pp						1	1	1		1	1		5																		5	0	0	endosome membrane 	endomembrane system GARP complex Golgi apparatus Golgi membrane 	0	Swiss	
CLC2	AT2G20760	CLC1	pp	1					1							1						1												3	0	0	0	cytosol plasma membrane 	0	Swiss	
CLC2	AT5G23060	CaS calcium sensing receptor 	pp						1				1			2																		2	1	0	0	chloroplast chloroplast thylakoid chloroplast thylakoid membrane mitochondrion thylakoid 	0	Swiss	
CLC2	ATCG00020	PSBA photosystem II reaction center protein A	pp						1		1					2																		2	7	0	chloroplast thylakoid membrane 	0	0	Swiss	
CLC2	AT1G01960	BIG3/EDA10	pp						1		1		1	1		4																		4	0	0	membrane 	cytosol nucleus 	0	Swiss	
CLC2	AT3G02260	"BIG, DOC1, TIR3, UMB1, ASA1, LPR1, CRM1 auxin transport protein (BIG) "	pp						1	1	1		1	1		5						1												6	0	0	0	cytosol membrane plasmodesma 	0	Swiss	
CLC2	AT3G03960	TCP-1/cpn60 chaperonin family protein 	pp						1		1		1	1		4																		4	0	0	0	cytosol membrane plasmodesma 	0	Swiss	
CLC2	AT3G10380	SEC8	pp						1	1	1		1	1		5																		5	0	0	cell wall phragmoplast 	cytosol exocyst plasma membrane plasmodesma 	0	Swiss	
CLC2	AT3G20050	"ATTCP-1, TCP-1 T-complex protein 1 alpha subunit "	pp						1		1		1	1		4			1															5	0	0	0	cytosol 	0	Swiss	
CLC2	AT5G58410	HEAT/U-box domain-containing protein 	pp						1		1		1	1		4																		4	0	0	0	cytosol 	0	Swiss	
CLC2	ATCG00540	PETA photosynthetic electron transfer A	pp						1							1																		1	2	0	chloroplast thylakoid membrane 	0	1	Swiss	
CLC2	AT4G34660	SH3PH	pp	1					1							1																		2	0	0	0	cytosol 	0	trembl	
CLC2	AT3G08530	CHC2	pp	1					1							1							1			1								4	0	0	0	chloroplast cytosol Golgi apparatus membrane plasma membrane plasmodesma 	0	Swiss	
CLC2	AT1G67730	"YBR159, KCR1, ATKCR1 beta-ketoacyl reductase 1 "	pp						1							1		1	1									1						4	1	0	endoplasmic reticulum membrane 	endoplasmic reticulum membrane 	0	Swiss	
CLC2	AT1G16880	uridylyltransferase-related 	pp						1							1																		1	0	0	0	chloroplast chloroplast envelope chloroplast stroma chloroplast thylakoid membrane stromule 	0	Swiss	
CLC2	AT5G19820	emb2734 ARM repeat superfamily protein 	pp						1	1	1	1	1	1		6																		6	0	0	0	cell wall cytosol 	0	trembl	1
CLC2	AT4G26010	Peroxidase superfamily protein 	pp						1					1		2																		2	0	0	extracellular region 	0	1	Swiss	
CLC2	AT2G40060	CLC2	pp	1					1							1																		2	0	0	phragmoplast 	cell plate chloroplast envelope plasma membrane 	0	Swiss	
CLC2	AT5G10470	"KCA1, KAC1 kinesin like protein for actin based chloroplast movement 1 "	pp						1				1	1		3																		3	0	0	chromosome nucleus spindle 	cell plate chloroplast envelope cytosol membrane phragmoplast plasma membrane 	0	Swiss	
CLC2	AT3G12580	"HSP70, ATHSP70 heat shock protein 70 "	pp						1							1																		1	0	0	nucleus 	apoplast cell wall cytosol Golgi apparatus mitochondrion plasma membrane vacuolar membrane 	0	Swiss	1
CLC2	AT2G16950	"TRN1, ATTRN1 transportin 1 "	pp						1	1	1		1	1		5																		5	0	0	cytoplasm nucleoplasm 	0	0	Swiss	
CLC2	AT5G65010	ASN2 asparagine synthetase 2 	pp						1	1	1		1	1		5																		5	0	0	0	0	0	Swiss	
CLC2	AT1G02080	transcription regulators 	pp						1		1		1			3																		3	0	0	0	0	0	trembl	
CLC2	AT2G07360	TASH3	pp						1		1		1			3																		3	0	0	0	0	0	trembl	
CLC2	AT3G06530	ARM repeat superfamily protein 	pp						1		1		1			3																		3	0	0	nucleolus 	0	0	Swiss	
CLC2	AT2G40730	Protein kinase family protein with ARM repeat domain 	pp						1		1					2																		2	0	0	0	0	0	trembl	
CLC2	AT3G52140	tetratricopeptide repeat (TPR)-containing protein 	pp						1		1					2																		2	0	0	cytoplasm 	0	0	Swiss	
CLC2	AT1G21630	ATEH2	pp						1							1																		1	0	0	0	0	0	trembl	
CLC2	AT3G53460	CP29 chloroplast RNA-binding protein 29 	pp						1							1																		1	0	0	chloroplast 	0	0	Swiss	
